"Guillaume_1000_lines" "Jean_1000_lines"
"malice" 0.00848464279653827 0.0279043809878151
"manches" 0.0339385711861531 0
"maudite" 0.0169692855930765 0.0186029206585434
"mauvais" 0.0254539283896148 0.0093014603292717
"maux" 0.0169692855930765 0.0186029206585434
"méismes" 0.00848464279653827 0.0279043809878151
"merci" 0.00848464279653827 0.0279043809878151
"mère" 0 0.0372058413170868
"mesure" 0.0254539283896148 0.0093014603292717
"met" 0 0.0372058413170868
"metre" 0.00848464279653827 0.0279043809878151
"mortel" 0.0169692855930765 0.0186029206585434
"mot" 0.0169692855930765 0.0186029206585434
"noient" 0.0254539283896148 0.0093014603292717
"noirs" 0.0339385711861531 0
"oïr" 0.0254539283896148 0.0093014603292717
"oiselés" 0.0254539283896148 0.0093014603292717
"oiseuse" 0.0339385711861531 0
"oisillons" 0.0339385711861531 0
"orgueil" 0.0169692855930765 0.0186029206585434
"ouïs" 0.0339385711861531 0
"ouvrit" 0.0339385711861531 0
"papelardie" 0.0339385711861531 0
"parent" 0.0169692855930765 0.0186029206585434
"parler" 0.00848464279653827 0.0279043809878151
"paroles" 0 0.0372058413170868
"peindre" 0.0339385711861531 0
"petit" 0.0339385711861531 0
"pié" 0.0254539283896148 0.0093014603292717
"pied" 0.0254539283896148 0.0093014603292717
"plain" 0.0254539283896148 0.0093014603292717
"plaisir" 0.0254539283896148 0.0093014603292717
"pleine" 0.0254539283896148 0.0093014603292717
"pointes" 0.0339385711861531 0
"porroit" 0.00848464279653827 0.0279043809878151
"pot" 0 0.0372058413170868
"pourrait" 0 0.0372058413170868
"povre" 0.0254539283896148 0.0093014603292717
"povreté" 0.0169692855930765 0.0186029206585434
"premiere" 0.0169692855930765 0.0186029206585434
"prent" 0 0.0372058413170868
"preste" 0.0169692855930765 0.0186029206585434
"prince" 0 0.0372058413170868
"pucelle" 0.0339385711861531 0
"quanque" 0 0.0372058413170868
"quelle" 0.0254539283896148 0.0093014603292717
"regarder" 0.0339385711861531 0
"rend" 0.00848464279653827 0.0279043809878151
"ribaus" 0 0.0372058413170868
"robes" 0.00848464279653827 0.0279043809878151
"roi" 0.0169692855930765 0.0186029206585434
"savante" 0.0339385711861531 0
"seigneur" 0.00848464279653827 0.0279043809878151
"séjour" 0.0339385711861531 0
"semblances" 0.0339385711861531 0
"serait" 0.0169692855930765 0.0186029206585434
"solas" 0.0169692855930765 0.0186029206585434
"souvent" 0.00848464279653827 0.0279043809878151
"sui" 0.0339385711861531 0
"suite" 0.0254539283896148 0.0093014603292717
"tels" 0 0.0372058413170868
"tex" 0 0.0372058413170868
"tiex" 0.0254539283896148 0.0093014603292717
"toison" 0 0.0372058413170868
"tour" 0.00848464279653827 0.0279043809878151
"tresce" 0.0339385711861531 0
"tretoute" 0.0169692855930765 0.0186029206585434
"tristesse" 0.0339385711861531 0
"trois" 0.0254539283896148 0.0093014603292717
"trouver" 0.0339385711861531 0
"trové" 0.00848464279653827 0.0279043809878151
"veille" 0.00848464279653827 0.0279043809878151
"venuë" 0 0.0372058413170868
"véoir" 0.0254539283896148 0.0093014603292717
"vérités" 0.00848464279653827 0.0279043809878151
"vêtu" 0.0339385711861531 0
"veuille" 0.00848464279653827 0.0279043809878151
"veux" 0.0169692855930765 0.0186029206585434
"vieillesse" 0.0339385711861531 0
"vif" 0.00848464279653827 0.0279043809878151
"vilaine" 0.0339385711861531 0
"virent" 0.00848464279653827 0.0279043809878151
"voisins" 0 0.0372058413170868
"voler" 0 0.0372058413170868
"voyant" 0 0.0372058413170868
"vue" 0.0339385711861531 0
"abord" 0.0169692855930765 0.0093014603292717
"adès" 0.0254539283896148 0
"adonc" 0.0169692855930765 0.0093014603292717
"âge" 0.0254539283896148 0
"aimer" 0 0.0279043809878151
"aise" 0.00848464279653827 0.0186029206585434
"allai" 0.0169692855930765 0.0093014603292717
"allégresse" 0.0254539283896148 0
"amante" 0 0.0279043809878151
"amants" 0.0169692855930765 0.0093014603292717
"ame" 0 0.0279043809878151
"amère" 0.00848464279653827 0.0186029206585434
"amés" 0.0169692855930765 0.0093014603292717
"anciennes" 0.00848464279653827 0.0186029206585434
"anges" 0.0254539283896148 0
"apela" 0.0169692855930765 0.0093014603292717
"appareil" 0.00848464279653827 0.0186029206585434
"appelait" 0.0254539283896148 0
"appeler" 0.0254539283896148 0
"apprendre" 0 0.0279043809878151
"assemblerent" 0 0.0279043809878151
"assise" 0.0169692855930765 0.0093014603292717
"atour" 0.0254539283896148 0
"aucuns" 0.0169692855930765 0.0093014603292717
"aurez" 0 0.0279043809878151
"autant" 0.0169692855930765 0.0093014603292717
"autel" 0.0254539283896148 0
"autrefois" 0.00848464279653827 0.0186029206585434
"avés" 0 0.0279043809878151
"avient" 0.00848464279653827 0.0186029206585434
"avint" 0.0169692855930765 0.0093014603292717
"avoie" 0.0254539283896148 0
"bel-accueil" 0 0.0279043809878151
"bel-acueil" 0 0.0279043809878151
"biauté" 0.00848464279653827 0.0186029206585434
"biautés" 0.0169692855930765 0.0093014603292717
"biax" 0.0254539283896148 0
"bientôt" 0 0.0279043809878151
"blons" 0.0254539283896148 0
"boutons" 0 0.0279043809878151
"branche" 0.0254539283896148 0
"briser" 0 0.0279043809878151
"cela" 0.00848464279653827 0.0186029206585434
"ceus" 0.00848464279653827 0.0186029206585434
"change" 0.00848464279653827 0.0186029206585434
"chantans" 0.0254539283896148 0
"chantant" 0.0254539283896148 0
"charme" 0.0254539283896148 0
"charmes" 0.00848464279653827 0.0186029206585434
"chascun" 0.00848464279653827 0.0186029206585434
"chascuns" 0 0.0279043809878151
"chaste" 0 0.0279043809878151
"chastel" 0 0.0279043809878151
"chemins" 0 0.0279043809878151
"chétive" 0.0169692855930765 0.0093014603292717
"chien" 0.0169692855930765 0.0093014603292717
"chiere" 0.0169692855930765 0.0093014603292717
"ci-bas" 0.0169692855930765 0.0093014603292717
"ciel" 0.0169692855930765 0.0093014603292717
"cis" 0.0169692855930765 0.0093014603292717
"cités" 0 0.0279043809878151
"clame" 0 0.0279043809878151
"clos" 0.0254539283896148 0
"cointe" 0.0254539283896148 0
"color" 0.0254539283896148 0
"colors" 0.0254539283896148 0
"conduit" 0.0254539283896148 0
"contenance" 0.0254539283896148 0
"corde" 0 0.0279043809878151
"côte" 0.0169692855930765 0.0093014603292717
"courageux" 0 0.0279043809878151
"couvert" 0.0254539283896148 0
"croit" 0 0.0279043809878151
"cui" 0.0254539283896148 0
"danse" 0.0254539283896148 0
"déchire" 0.00848464279653827 0.0186029206585434
"degré" 0.0169692855930765 0.0093014603292717
"délicieux" 0.0254539283896148 0
"demande" 0.0254539283896148 0
"désir" 0.0169692855930765 0.0093014603292717
"devient" 0.0169692855930765 0.0093014603292717
"devrait" 0.00848464279653827 0.0186029206585434
"die" 0.00848464279653827 0.0186029206585434
"dient" 0.00848464279653827 0.0186029206585434
"disent" 0.0169692855930765 0.0093014603292717
"distance" 0.0169692855930765 0.0093014603292717
"doit-il" 0 0.0279043809878151
"doivent" 0 0.0279043809878151
"dolente" 0.0169692855930765 0.0093014603292717
"dolor" 0.0254539283896148 0
"dorés" 0.00848464279653827 0.0186029206585434
"dormant" 0.0169692855930765 0.0093014603292717
"douleur" 0.0254539283896148 0
"doutance" 0.0169692855930765 0.0093014603292717
"douter" 0.00848464279653827 0.0186029206585434
"doux-regard" 0.0169692855930765 0.0093014603292717
"douze" 0 0.0279043809878151
"drap" 0.00848464279653827 0.0186029206585434
"drois" 0.0169692855930765 0.0093014603292717
"druerie" 0.0169692855930765 0.0093014603292717
"dut" 0.00848464279653827 0.0186029206585434
"eles" 0.0169692855930765 0.0093014603292717
"élever" 0 0.0279043809878151
"emmi" 0.0254539283896148 0
"engin" 0.0169692855930765 0.0093014603292717
"ens" 0.0254539283896148 0
"entor" 0.0254539283896148 0
"entrai" 0.0254539283896148 0
"entré" 0.0254539283896148 0
"entrepris" 0.0169692855930765 0.0093014603292717
"entrer" 0.0254539283896148 0
"envis" 0.00848464279653827 0.0186029206585434
"ere" 0.0254539283896148 0
"esjoï" 0.0254539283896148 0
"estes" 0 0.0279043809878151
"eut" 0.0254539283896148 0
"fables" 0.0169692855930765 0.0093014603292717
"faisoit" 0.0254539283896148 0
"faite" 0.0254539283896148 0
"faux" 0.00848464279653827 0.0186029206585434
"faveurs" 0 0.0279043809878151
"fera" 0 0.0279043809878151
"fermail" 0 0.0279043809878151
"feu" 0 0.0279043809878151
"fiance" 0.00848464279653827 0.0186029206585434
"fier" 0 0.0279043809878151
"fiere" 0.00848464279653827 0.0186029206585434
"fière" 0.0169692855930765 0.0093014603292717
"filles" 0.00848464279653827 0.0186029206585434
"fines" 0.00848464279653827 0.0186029206585434
"foi" 0 0.0279043809878151
"france" 0.0254539283896148 0
"franchise" 0.0169692855930765 0.0093014603292717
"fremaus" 0 0.0279043809878151
"froit" 0.0254539283896148 0
"fussent" 0.00848464279653827 0.0186029206585434
"galant" 0.00848464279653827 0.0186029206585434
"grâce" 0.0169692855930765 0.0093014603292717
"haie" 0.0254539283896148 0
"herbe" 0.0169692855930765 0.0093014603292717
"hercule" 0 0.0279043809878151
"heure" 0.00848464279653827 0.0186029206585434
"hideuse" 0.0254539283896148 0
"hiver" 0.0254539283896148 0
"hons" 0.0169692855930765 0.0093014603292717
"humains" 0 0.0279043809878151
"ilec" 0.0169692855930765 0.0093014603292717
"instant" 0.0169692855930765 0.0093014603292717
"jaloux" 0 0.0279043809878151
"jeune" 0.00848464279653827 0.0186029206585434
"jeunes" 0.0169692855930765 0.0093014603292717
"jones" 0.0254539283896148 0
"joyaux" 0 0.0279043809878151
"joyeuse" 0.0169692855930765 0.0093014603292717
"joyeux" 0.0169692855930765 0.0093014603292717
"lais" 0.0169692855930765 0.0093014603292717
"laisse" 0.00848464279653827 0.0186029206585434
"lambeaux" 0.0169692855930765 0.0093014603292717
"lasse" 0.0169692855930765 0.0093014603292717
"lavai" 0.0254539283896148 0
"ledenge" 0 0.0279043809878151
"ledengier" 0 0.0279043809878151
"léesce" 0.0254539283896148 0
"loges" 0 0.0279043809878151
"loisir" 0.0169692855930765 0.0093014603292717
"maigre" 0.0254539283896148 0
"maintenant" 0.00848464279653827 0.0186029206585434
"maîtres" 0 0.0279043809878151
"maltalent" 0.00848464279653827 0.0186029206585434
"maniere" 0.00848464279653827 0.0186029206585434
"manteau" 0.0169692855930765 0.0093014603292717
"matin" 0.0169692855930765 0.0093014603292717
"méfait" 0.00848464279653827 0.0186029206585434
"mélodie" 0.0254539283896148 0
"menace" 0 0.0279043809878151
"mere" 0 0.0279043809878151
"merveilleuse" 0 0.0279043809878151
"mésaise" 0.00848464279653827 0.0186029206585434
"mignot" 0.0254539283896148 0
"mignotes" 0.0254539283896148 0
"milieu" 0.0254539283896148 0
"moindre" 0.0169692855930765 0.0093014603292717
"monde" 0.00848464279653827 0.0186029206585434
"monstres" 0 0.0279043809878151
"morte" 0.0254539283896148 0
"neis" 0.0254539283896148 0
"nonne" 0.00848464279653827 0.0186029206585434
"nos" 0.0169692855930765 0.0093014603292717
"notes" 0.0254539283896148 0
"notre" 0.0254539283896148 0
"o" 0.0169692855930765 0.0093014603292717
"oisel" 0.0254539283896148 0
"orde" 0 0.0279043809878151
"ore" 0.0254539283896148 0
"orendroit" 0.0254539283896148 0
"orguel" 0.00848464279653827 0.0186029206585434
"ose" 0 0.0279043809878151
"oublie" 0.0169692855930765 0.0093014603292717
"ouïr" 0.0169692855930765 0.0093014603292717
"ouvert" 0.0254539283896148 0
"paine" 0.00848464279653827 0.0186029206585434
"pâle" 0.0254539283896148 0
"papegaus" 0.0254539283896148 0
"pareille" 0 0.0279043809878151
"pars" 0.0169692855930765 0.0093014603292717
"passée" 0.00848464279653827 0.0186029206585434
"perdre" 0 0.0279043809878151
"père" 0.0169692855930765 0.0093014603292717
"petite" 0.0254539283896148 0
"petitete" 0.0254539283896148 0
"piés" 0 0.0279043809878151
"piteus" 0.0254539283896148 0
"pitié" 0.0169692855930765 0.0093014603292717
"plest" 0.0254539283896148 0
"pooit" 0.0169692855930765 0.0093014603292717
"porter" 0 0.0279043809878151
"portraite" 0.0254539283896148 0
"povres" 0.00848464279653827 0.0186029206585434
"prée" 0.00848464279653827 0.0186029206585434
"préfère" 0.0169692855930765 0.0093014603292717
"premiers" 0 0.0279043809878151
"prête" 0.00848464279653827 0.0186029206585434
"preuve" 0.0169692855930765 0.0093014603292717
"prit" 0.00848464279653827 0.0186029206585434
"privée" 0.00848464279653827 0.0186029206585434
"pucele" 0.0254539283896148 0
"puist" 0 0.0279043809878151
"pur" 0.0169692855930765 0.0093014603292717
"quatre" 0.0169692855930765 0.0093014603292717
"quelqu" 0.0169692855930765 0.0093014603292717
"r" 0.0169692855930765 0.0093014603292717
"raconter" 0.0254539283896148 0
"recors" 0.00848464279653827 0.0186029206585434
"redoit" 0 0.0279043809878151
"reluisant" 0.0254539283896148 0
"reprendre" 0 0.0279043809878151
"resembloit" 0.0254539283896148 0
"retenir" 0 0.0279043809878151
"richement" 0.0254539283896148 0
"ruer" 0.0169692855930765 0.0093014603292717
"sachez" 0.0254539283896148 0
"saillir" 0 0.0279043809878151
"sale" 0.0254539283896148 0
"saura" 0 0.0279043809878151
"savoient" 0.0169692855930765 0.0093014603292717
"savoir" 0.0169692855930765 0.0093014603292717
"science" 0 0.0279043809878151
"seigneurs" 0.00848464279653827 0.0186029206585434
"selonc" 0 0.0279043809878151
"semblance" 0.0254539283896148 0
"serments" 0 0.0279043809878151
"servir" 0 0.0279043809878151
"servitude" 0.00848464279653827 0.0186029206585434
"simples" 0.00848464279653827 0.0186029206585434
"sincère" 0 0.0279043809878151
"sist" 0.0254539283896148 0
"soient" 0.00848464279653827 0.0186029206585434
"soir" 0 0.0279043809878151
"soloit" 0.00848464279653827 0.0186029206585434
"souci" 0.00848464279653827 0.0186029206585434
"su" 0.0254539283896148 0
"sus" 0.0169692855930765 0.0093014603292717
"talent" 0.0254539283896148 0
"tarder" 0.00848464279653827 0.0186029206585434
"teint" 0.0254539283896148 0
"tenait" 0.0254539283896148 0
"tenez" 0.00848464279653827 0.0186029206585434
"tiers" 0.00848464279653827 0.0186029206585434
"tort" 0 0.0279043809878151
"tost" 0.0169692855930765 0.0093014603292717
"tourment" 0.00848464279653827 0.0186029206585434
"tresses" 0.00848464279653827 0.0186029206585434
"trestous" 0.0169692855930765 0.0093014603292717
"tretout" 0.0169692855930765 0.0093014603292717
"triste" 0.00848464279653827 0.0186029206585434
"uis" 0.0254539283896148 0
"vain" 0 0.0279043809878151
"valés" 0.0169692855930765 0.0093014603292717
"varlets" 0.0169692855930765 0.0093014603292717
"vaut" 0.0169692855930765 0.0093014603292717
"venez" 0.0254539283896148 0
"vent" 0 0.0279043809878151
"vergiers" 0.0254539283896148 0
"vérité" 0.0169692855930765 0.0093014603292717
"verrai" 0.00848464279653827 0.0186029206585434
"vertu" 0.0169692855930765 0.0093014603292717
"vestue" 0.0169692855930765 0.0093014603292717
"vestus" 0.0254539283896148 0
"vêtue" 0.0169692855930765 0.0093014603292717
"véu" 0.0254539283896148 0
"vice" 0 0.0279043809878151
"viés" 0.0254539283896148 0
"vieux" 0.0169692855930765 0.0093014603292717
"vilains" 0.00848464279653827 0.0186029206585434
"visages" 0.0169692855930765 0.0093014603292717
"vite" 0.00848464279653827 0.0186029206585434
"voil" 0.00848464279653827 0.0186029206585434
"voille" 0.00848464279653827 0.0186029206585434
"volentiers" 0.0169692855930765 0.0093014603292717
"voudrait" 0 0.0279043809878151
"vuelent" 0 0.0279043809878151
"yex" 0.0254539283896148 0
"aage" 0.0169692855930765 0
"accordance" 0.0169692855930765 0
"acharne" 0 0.0186029206585434
"acier" 0.0169692855930765 0
"acquiert" 0 0.0186029206585434
"advient" 0.00848464279653827 0.0093014603292717
"advint" 0.0169692855930765 0
"affreuse" 0.00848464279653827 0.0093014603292717
"agrée" 0 0.0186029206585434
"aguille" 0.0169692855930765 0
"aider" 0.00848464279653827 0.0093014603292717
"aigre" 0.0169692855930765 0
"aimé" 0.00848464279653827 0.0093014603292717
"aiment" 0 0.0186029206585434
"aimèrent" 0 0.0186029206585434
"airs" 0.00848464279653827 0.0093014603292717
"allaient" 0.00848464279653827 0.0093014603292717
"aloient" 0.00848464279653827 0.0093014603292717
"amasser" 0.00848464279653827 0.0093014603292717
"amassés" 0.0169692855930765 0
"amener" 0 0.0186029206585434
"amies" 0 0.0186029206585434
"amoretes" 0.0169692855930765 0
"amoreus" 0.0169692855930765 0
"amoureux" 0.0169692855930765 0
"angoisse" 0 0.0186029206585434
"anguille" 0 0.0186029206585434
"aniaus" 0 0.0186029206585434
"anneaux" 0 0.0186029206585434
"aperçus" 0.0169692855930765 0
"aprendre" 0 0.0186029206585434
"apris" 0.00848464279653827 0.0093014603292717
"arc" 0.0169692855930765 0
"arcs" 0.0169692855930765 0
"armes" 0 0.0186029206585434
"arreste" 0.0169692855930765 0
"arrêt" 0.00848464279653827 0.0093014603292717
"aspect" 0.0169692855930765 0
"assemblées" 0 0.0186029206585434
"assembler" 0.00848464279653827 0.0093014603292717
"assemblèrent" 0 0.0186029206585434
"assés" 0.0169692855930765 0
"assurance" 0 0.0186029206585434
"assuré" 0.00848464279653827 0.0093014603292717
"ataïne" 0.00848464279653827 0.0093014603292717
"atournée" 0.0169692855930765 0
"atours" 0.0169692855930765 0
"attendre" 0.00848464279653827 0.0093014603292717
"auprès" 0.0169692855930765 0
"aurai" 0 0.0186029206585434
"aurais" 0.0169692855930765 0
"aurait" 0.0169692855930765 0
"ausinc" 0.00848464279653827 0.0093014603292717
"aussitôt" 0.00848464279653827 0.0093014603292717
"avaient" 0.00848464279653827 0.0093014603292717
"avais" 0.0169692855930765 0
"avance" 0.00848464279653827 0.0093014603292717
"aventure" 0.0169692855930765 0
"avenu" 0.00848464279653827 0.0093014603292717
"avons" 0 0.0186029206585434
"azur" 0.0169692855930765 0
"baise" 0 0.0186029206585434
"baler" 0.0169692855930765 0
"bandeaux" 0 0.0186029206585434
"baras" 0 0.0186029206585434
"barbe" 0.0169692855930765 0
"barbelées" 0.0169692855930765 0
"bas" 0.0169692855930765 0
"batoit" 0.0169692855930765 0
"batre" 0 0.0186029206585434
"battait" 0.0169692855930765 0
"bille" 0 0.0186029206585434
"blanches" 0.0169692855930765 0
"blasmer" 0.00848464279653827 0.0093014603292717
"blessure" 0.0169692855930765 0
"blonds" 0.0169692855930765 0
"bones" 0 0.0186029206585434
"bornes" 0 0.0186029206585434
"borse" 0.0169692855930765 0
"boucles" 0.00848464279653827 0.0093014603292717
"bourse" 0.0169692855930765 0
"braille" 0 0.0186029206585434
"brait" 0 0.0186029206585434
"brief" 0 0.0186029206585434
"brillait" 0.0169692855930765 0
"bruns" 0.0169692855930765 0
"ça" 0.0169692855930765 0
"camelot" 0 0.0186029206585434
"carole" 0.0169692855930765 0
"castel" 0 0.0186029206585434
"ceci" 0.00848464279653827 0.0093014603292717
"ceinte" 0 0.0186029206585434
"ceintures" 0 0.0186029206585434
"cel" 0.00848464279653827 0.0093014603292717
"celles" 0 0.0186029206585434
"cependant" 0.0169692855930765 0
"cercles" 0 0.0186029206585434
"certain" 0 0.0186029206585434
"ceux-là" 0.00848464279653827 0.0093014603292717
"chacune" 0.00848464279653827 0.0093014603292717
"chansons" 0.0169692855930765 0
"chantait" 0.0169692855930765 0
"chanté" 0 0.0186029206585434
"chantoit" 0.0169692855930765 0
"chanvre" 0 0.0186029206585434
"chape" 0.0169692855930765 0
"chaque" 0.0169692855930765 0
"charmante" 0.0169692855930765 0
"chauciés" 0.0169692855930765 0
"chaudement" 0.0169692855930765 0
"chaussure" 0.00848464279653827 0.0093014603292717
"chef" 0.00848464279653827 0.0093014603292717
"chemise" 0 0.0186029206585434
"chéoir" 0.00848464279653827 0.0093014603292717
"cherche" 0.00848464279653827 0.0093014603292717
"chetive" 0.0169692855930765 0
"chevelure" 0.0169692855930765 0
"chiche" 0.00848464279653827 0.0093014603292717
"chiches" 0.00848464279653827 0.0093014603292717
"chier" 0.00848464279653827 0.0093014603292717
"chieres" 0.00848464279653827 0.0093014603292717
"chiet" 0 0.0186029206585434
"choir" 0.00848464279653827 0.0093014603292717
"choses" 0.0169692855930765 0
"cieux" 0.0169692855930765 0
"cire" 0.0169692855930765 0
"cive" 0.0169692855930765 0
"clair" 0.00848464279653827 0.0093014603292717
"clers" 0.00848464279653827 0.0093014603292717
"close" 0.0169692855930765 0
"coiffes" 0 0.0186029206585434
"colorée" 0.0169692855930765 0
"compaigne" 0.00848464279653827 0.0093014603292717
"compaignon" 0.0169692855930765 0
"compassa" 0 0.0186029206585434
"compte" 0.00848464279653827 0.0093014603292717
"concert" 0.00848464279653827 0.0093014603292717
"confort" 0 0.0186029206585434
"conforté" 0.00848464279653827 0.0093014603292717
"congé" 0 0.0186029206585434
"congié" 0 0.0186029206585434
"congnois" 0 0.0186029206585434
"congnoisse" 0 0.0186029206585434
"connais" 0 0.0186029206585434
"connaissait" 0.00848464279653827 0.0093014603292717
"conquerre" 0.00848464279653827 0.0093014603292717
"conté" 0.0169692855930765 0
"contenances" 0.0169692855930765 0
"conterai" 0.0169692855930765 0
"conteré" 0.0169692855930765 0
"contrarier" 0 0.0186029206585434
"contrée" 0 0.0186029206585434
"coquins" 0 0.0186029206585434
"corage" 0.0169692855930765 0
"cortois" 0.00848464279653827 0.0093014603292717
"coste" 0.0169692855930765 0
"costumes" 0.0169692855930765 0
"côté" 0.0169692855930765 0
"cotes" 0.00848464279653827 0.0093014603292717
"couleurs" 0.0169692855930765 0
"coup" 0.0169692855930765 0
"coups" 0 0.0186029206585434
"courir" 0.00848464279653827 0.0093014603292717
"cousant" 0.0169692855930765 0
"coustumiere" 0.00848464279653827 0.0093014603292717
"crie" 0 0.0186029206585434
"croira" 0 0.0186029206585434
"crois" 0.00848464279653827 0.0093014603292717
"cruauté" 0.0169692855930765 0
"crus" 0.0169692855930765 0
"crut" 0.00848464279653827 0.0093014603292717
"cuir" 0 0.0186029206585434
"cuisses" 0 0.0186029206585434
"dalila" 0 0.0186029206585434
"damoiselle" 0.00848464279653827 0.0093014603292717
"dancier" 0.0169692855930765 0
"dangereux" 0.0169692855930765 0
"dangier" 0 0.0186029206585434
"darrenier" 0.0169692855930765 0
"débat" 0 0.0186029206585434
"debonnaire" 0.00848464279653827 0.0093014603292717
"debout" 0.0169692855930765 0
"dédain" 0.00848464279653827 0.0093014603292717
"dedans" 0 0.0186029206585434
"dedens" 0.00848464279653827 0.0093014603292717
"déesse" 0 0.0186029206585434
"deffende" 0.00848464279653827 0.0093014603292717
"delà" 0.0169692855930765 0
"délaissée" 0.0169692855930765 0
"délivre" 0 0.0186029206585434
"demandai" 0.0169692855930765 0
"demanderai" 0 0.0186029206585434
"denier" 0.0169692855930765 0
"dents" 0.0169692855930765 0
"dépeindre" 0.0169692855930765 0
"dernier" 0.0169692855930765 0
"desbrisier" 0.0169692855930765 0
"descire" 0 0.0186029206585434
"descirée" 0.00848464279653827 0.0093014603292717
"desloiaus" 0 0.0186029206585434
"desus" 0.0169692855930765 0
"détourné" 0 0.0186029206585434
"déusse" 0.00848464279653827 0.0093014603292717
"déust" 0.0169692855930765 0
"devenir" 0.0169692855930765 0
"devindrent" 0 0.0186029206585434
"devine" 0.00848464279653827 0.0093014603292717
"devinrent" 0 0.0186029206585434
"devisier" 0.0169692855930765 0
"devoit" 0.00848464279653827 0.0093014603292717
"devons" 0 0.0186029206585434
"devra" 0 0.0186029206585434
"diable" 0.00848464279653827 0.0093014603292717
"diez" 0.0169692855930765 0
"diré" 0.0169692855930765 0
"disant" 0.0169692855930765 0
"dites" 0 0.0186029206585434
"diverses" 0.0169692855930765 0
"doi" 0.0169692855930765 0
"doigt" 0.0169692855930765 0
"doigts" 0.00848464279653827 0.0093014603292717
"doint" 0.00848464279653827 0.0093014603292717
"dol" 0.00848464279653827 0.0093014603292717
"dolent" 0.0169692855930765 0
"dommage" 0.00848464279653827 0.0093014603292717
"donna" 0.0169692855930765 0
"donne" 0 0.0186029206585434
"doré" 0.0169692855930765 0
"doris" 0 0.0186029206585434
"doucement" 0.0169692855930765 0
"dous-regars" 0.00848464279653827 0.0093014603292717
"douteuse" 0.0169692855930765 0
"durer" 0.00848464279653827 0.0093014603292717
"é" 0 0.0186029206585434
"écart" 0.0169692855930765 0
"échapper" 0 0.0186029206585434
"échelle" 0.0169692855930765 0
"écoule" 0.00848464279653827 0.0093014603292717
"écoutant" 0 0.0186029206585434
"efforce" 0.0169692855930765 0
"égaie" 0.0169692855930765 0
"égale" 0 0.0186029206585434
"éjouir" 0.0169692855930765 0
"embler" 0.00848464279653827 0.0093014603292717
"empennés" 0.0169692855930765 0
"empoisonner" 0 0.0186029206585434
"endurer" 0 0.0186029206585434
"enfance" 0.0169692855930765 0
"enfuir" 0 0.0186029206585434
"engage" 0.0169692855930765 0
"enjoindre" 0 0.0186029206585434
"enlace" 0.00848464279653827 0.0093014603292717
"enlangorée" 0.00848464279653827 0.0093014603292717
"enluminée" 0 0.0186029206585434
"enrager" 0 0.0186029206585434
"enseigne" 0 0.0186029206585434
"enseignie" 0.0169692855930765 0
"entende" 0 0.0186029206585434
"entente" 0.00848464279653827 0.0093014603292717
"ententive" 0.0169692855930765 0
"entière" 0.00848464279653827 0.0093014603292717
"entrée" 0.00848464279653827 0.0093014603292717
"envenimée" 0.0169692855930765 0
"envi" 0.00848464279653827 0.0093014603292717
"envieuses" 0 0.0186029206585434
"envoisiés" 0.0169692855930765 0
"épand" 0.0169692855930765 0
"épaules" 0.00848464279653827 0.0093014603292717
"erbe" 0.00848464279653827 0.0093014603292717
"erre" 0.00848464279653827 0.0093014603292717
"esbatant" 0.00848464279653827 0.0093014603292717
"escient" 0.0169692855930765 0
"escoutant" 0.00848464279653827 0.0093014603292717
"escouté" 0.0169692855930765 0
"escript" 0 0.0186029206585434
"espaules" 0.00848464279653827 0.0093014603292717
"était-elle" 0.0169692855930765 0
"êtes" 0 0.0186029206585434
"eu" 0.00848464279653827 0.0093014603292717
"eurent" 0 0.0186029206585434
"eussent" 0 0.0186029206585434
"eussiez" 0.0169692855930765 0
"evangile" 0.0169692855930765 0
"exemple" 0 0.0186029206585434
"fable" 0.0169692855930765 0
"faillir" 0 0.0186029206585434
"faintes" 0.00848464279653827 0.0093014603292717
"faisait" 0.0169692855930765 0
"faisant" 0.0169692855930765 0
"faisoient" 0.00848464279653827 0.0093014603292717
"faites" 0 0.0186029206585434
"faites-vous" 0.0169692855930765 0
"fames" 0 0.0186029206585434
"fantaisie" 0.00848464279653827 0.0093014603292717
"farcis" 0 0.0186029206585434
"fardée" 0 0.0186029206585434
"faus" 0.00848464279653827 0.0093014603292717
"fée" 0 0.0186029206585434
"feindre" 0 0.0186029206585434
"felonnie" 0.0169692855930765 0
"félons" 0 0.0186029206585434
"femelle" 0.00848464279653827 0.0093014603292717
"fere" 0.0169692855930765 0
"ferir" 0.0169692855930765 0
"feuillée" 0.0169692855930765 0
"fidèle" 0 0.0186029206585434
"fil" 0.0169692855930765 0
"fille" 0 0.0186029206585434
"flor" 0.0169692855930765 0
"foilles" 0.0169692855930765 0
"foïr" 0 0.0186029206585434
"folie" 0 0.0186029206585434
"folies" 0 0.0186029206585434
"folle" 0 0.0186029206585434
"fontaine" 0.0169692855930765 0
"forcenée" 0.0169692855930765 0
"forces" 0.00848464279653827 0.0093014603292717
"forgèrent" 0 0.0186029206585434
"forgierent" 0 0.0186029206585434
"formaient" 0.0169692855930765 0
"frise" 0 0.0186029206585434
"froide" 0.0169692855930765 0
"fût-il" 0.0169692855930765 0
"gage" 0.0169692855930765 0
"galonnée" 0.0169692855930765 0
"gauche" 0.00848464279653827 0.0093014603292717
"gibet" 0 0.0186029206585434
