Link: https://www.facebook.com/DonaldTrump/?epa=SEARCH_BOX,,,,,
,,,,,
Source,Followers,Date,Interactions,Post Type,Link
Trump God and Guns,7365,Tue Oct 15 2019 03:16:48 GMT+0000,58,Facebook,https://www.facebook.com/2024192924530146/posts/2420767271539374
Team Trump 2020,22609,Mon Oct 07 2019 22:15:56 GMT+0000,57,Facebook,https://www.facebook.com/TeamTrump2020US/posts/2737372086283616
Legal Immigrants for America,1429,Tue Oct 08 2019 17:31:31 GMT+0000,57,Facebook,https://www.facebook.com/4golifa/posts/2480903141996734
The Trump Card,6367,Wed Oct 09 2019 22:40:09 GMT+0000,57,Facebook,https://www.facebook.com/trumppatriot/posts/974988449508958
Trump Daily Tweets,24997,Thu Oct 10 2019 19:12:04 GMT+0000,56,Facebook,https://www.facebook.com/436730840014013/posts/961012384252520
STAND WITH TRUMP,49700,Tue Oct 15 2019 16:46:28 GMT+0000,55,Facebook,https://www.facebook.com/Deplorable4Trump/posts/1090877941117257
Californians Making America Great Again,5265,Thu Oct 10 2019 02:53:49 GMT+0000,55,Facebook,https://www.facebook.com/CA4MAGA/posts/696234640899125
Club 45 USA,4834,Thu Oct 10 2019 12:43:01 GMT+0000,55,Facebook,https://www.facebook.com/Club45USA/posts/2095417967432222
Douglas County Republicans,6397,Fri Oct 11 2019 01:58:21 GMT+0000,55,Facebook,https://www.facebook.com/dcgop/posts/10156706996710415
Trump God and Guns,7306,Thu Oct 10 2019 22:30:49 GMT+0000,55,Facebook,https://www.facebook.com/2024192924530146/posts/2417142415235193
Keep America Great,2560,Thu Oct 10 2019 13:10:10 GMT+0000,55,Facebook,https://www.facebook.com/KeepAmericaWinning/posts/2465916846972987
"Trump ""The People's President""",82144,Thu Oct 10 2019 12:04:29 GMT+0000,54,Facebook,https://www.facebook.com/618144551661943/posts/1587701778039544
Club 45 USA,4882,Wed Oct 16 2019 12:29:27 GMT+0000,54,Facebook,https://www.facebook.com/Club45USA/posts/2100001870307165
Ohio Citizens For Trump,4413,Wed Oct 16 2019 16:55:30 GMT+0000,53,Facebook,https://www.facebook.com/OhioCitizensForTrump/posts/541773939987549
Team Trump 2020,22630,Tue Oct 08 2019 17:42:40 GMT+0000,52,Facebook,https://www.facebook.com/TeamTrump2020US/posts/2738990372788454
Trump TV,7365,Wed Oct 09 2019 21:47:07 GMT+0000,51,Facebook,https://www.facebook.com/trumptvofficial/posts/2114365775524828
We Support Minnesota Mining,3446,Wed Oct 09 2019 14:21:38 GMT+0000,50,Facebook,https://www.facebook.com/wesupportmining/posts/1671922026277111
Ventura County Republican Party,2774,Sat Oct 12 2019 19:00:39 GMT+0000,50,Facebook,https://www.facebook.com/VenturaGOP/posts/10158079599499947
Let's Thank Trump,18081,Fri Oct 11 2019 02:45:03 GMT+0000,50,Facebook,https://www.facebook.com/letsthanktrump/posts/2403964889861577
Tea Party Allies,3971,Wed Oct 09 2019 22:19:57 GMT+0000,50,Facebook,https://www.facebook.com/teapartyallies/posts/3244634712243445
FED UP American,133560,Thu Oct 17 2019 00:28:51 GMT+0000,49,Facebook,https://www.facebook.com/TickedOffAmericans/posts/1710824409077893
Republican Party of Bexar County,5027,Wed Oct 09 2019 01:54:13 GMT+0000,49,Facebook,https://www.facebook.com/bexargop/posts/2866751383354308
Trump God and Guns,7244,Mon Oct 07 2019 23:32:50 GMT+0000,49,Facebook,https://www.facebook.com/2024192924530146/posts/2414682375481197
Nationwide Support For Donald J Trump,31259,Thu Oct 10 2019 17:01:28 GMT+0000,48,Facebook,https://www.facebook.com/564747513888167/posts/940014326361482
QCN,148420,Fri Oct 11 2019 22:40:34 GMT+0000,48,Facebook,https://www.facebook.com/QuotidianConservativeNews/posts/2692411270815461
The Deplorables,25017,Thu Oct 10 2019 17:16:25 GMT+0000,47,Facebook,https://www.facebook.com/theDeplorablesNow/posts/2607904889433342
Trump TV,7375,Thu Oct 17 2019 13:14:46 GMT+0000,47,Facebook,https://www.facebook.com/trumptvofficial/posts/2120103758284363
Utah for Donald Trump,6227,Tue Oct 15 2019 00:05:01 GMT+0000,47,Facebook,https://www.facebook.com/UtahForDonaldTrump/posts/2217239435242637
Americans for Donald J. Trump,5898,Tue Oct 15 2019 15:09:09 GMT+0000,45,Facebook,https://www.facebook.com/2108348922814584/posts/2385810028401804
Convention of States Montana,5144,Thu Oct 10 2019 04:15:54 GMT+0000,45,Facebook,https://www.facebook.com/COSProjectMT/posts/1378046572343191
DDS USA,6553,Sun Oct 13 2019 22:21:19 GMT+0000,44,Facebook,https://www.facebook.com/DdsUSAOfficial/posts/2375332886023898
"Trump Mania  ""Make America Great Again""",15317,Tue Oct 08 2019 17:14:07 GMT+0000,44,Facebook,https://www.facebook.com/1504222863229311/posts/2428647214120200
"Trump ""The People's President""",82112,Tue Oct 15 2019 14:45:08 GMT+0000,43,Facebook,https://www.facebook.com/618144551661943/posts/1592711834205205
Trump  Amen Time To Win,7548,Fri Oct 11 2019 16:11:05 GMT+0000,43,Facebook,https://www.facebook.com/Trumpamen/posts/2342418166022410
Oregon For President Donald Trump,6200,Thu Oct 10 2019 20:50:50 GMT+0000,43,Facebook,https://www.facebook.com/Oregon4Trump/posts/915392468843224
Light Up Trump's Christmas Caboose,124145,Tue Oct 15 2019 16:47:46 GMT+0000,42,Facebook,https://www.facebook.com/1000917043293023/posts/2715498845168159
Trump God and Guns,7306,Thu Oct 10 2019 22:29:58 GMT+0000,42,Facebook,https://www.facebook.com/2024192924530146/posts/2417142005235234
Wyoming Pride & Patriots,21145,Fri Oct 11 2019 01:49:05 GMT+0000,41,Facebook,https://www.facebook.com/WyomingPrideAmericanPatriots/posts/2521704331269928
"Trump ""The People's President""",82147,Wed Oct 09 2019 17:45:39 GMT+0000,41,Facebook,https://www.facebook.com/618144551661943/posts/1587033654773023
Team Trump 2020,22649,Wed Oct 09 2019 02:26:23 GMT+0000,41,Facebook,https://www.facebook.com/TeamTrump2020US/posts/2739702609383897
Team Trump 2020,22926,Mon Oct 14 2019 21:17:50 GMT+0000,41,Facebook,https://www.facebook.com/TeamTrump2020US/posts/2752542788099879
Californians Making America Great Again,5265,Tue Oct 15 2019 03:02:00 GMT+0000,41,Facebook,https://www.facebook.com/CA4MAGA/posts/700068947182361
Adrian Perez Diaz,18252,Fri Oct 11 2019 01:06:04 GMT+0000,40,Facebook,https://www.facebook.com/lavozdelpueblodeCuba/posts/704592843388329
"Trump ""The People's President""",82150,Tue Oct 08 2019 13:48:23 GMT+0000,40,Facebook,https://www.facebook.com/618144551661943/posts/1585940851548970
The Trump Train,13499,Mon Oct 14 2019 20:38:50 GMT+0000,40,Facebook,https://www.facebook.com/TheTrumpTrainExpress/posts/2467612016607286
Washington State for Donald Trump 2020,179942,Thu Oct 10 2019 12:34:46 GMT+0000,40,Facebook,https://www.facebook.com/WAStateforDonaldTrump2020/posts/2594299477295014
Trump God and Guns,7367,Thu Oct 17 2019 02:59:00 GMT+0000,40,Facebook,https://www.facebook.com/2024192924530146/posts/2422507534698681
Tom and Sadie,1911,Thu Oct 10 2019 13:09:26 GMT+0000,39,Facebook,https://www.facebook.com/tomandsadie/posts/2482660991811648
Trump is awesome,9026,Wed Oct 16 2019 22:21:34 GMT+0000,39,Facebook,https://www.facebook.com/AwesomeDonaldTrump/posts/763133257468023
The Trump Train,13424,Fri Oct 11 2019 20:52:53 GMT+0000,39,Facebook,https://www.facebook.com/TheTrumpTrainExpress/posts/2461533363881818
"Trump ""The People's President""",82112,Tue Oct 15 2019 12:43:03 GMT+0000,38,Facebook,https://www.facebook.com/618144551661943/posts/1592616977548024
A voice for children,30282,Wed Oct 09 2019 18:35:27 GMT+0000,38,Facebook,https://www.facebook.com/445605908892811/posts/2440765089376873
Legal immigrants for Trump 2020 #KAG,18992,Fri Oct 11 2019 03:10:11 GMT+0000,38,Facebook,https://www.facebook.com/1603398536343459/posts/2980496345300331
ChairmanSizer,106651,Fri Oct 11 2019 03:14:25 GMT+0000,37,Facebook,https://www.facebook.com/ChairmanSizer/posts/2496466763764443
Make America Greater,4299,Thu Oct 10 2019 21:37:13 GMT+0000,37,Facebook,https://www.facebook.com/1600840463266204/posts/3056859610997608
North Carolina For Donald Trump,66909,Sat Oct 12 2019 00:43:38 GMT+0000,36,Facebook,https://www.facebook.com/ncfortrump/posts/2166927296932958
Latinos for Trump,11028,Thu Oct 17 2019 14:13:20 GMT+0000,36,Facebook,https://www.facebook.com/LatinosForTrump/posts/692880574557261
"Trump Mania  ""Make America Great Again""",15317,Tue Oct 08 2019 15:22:59 GMT+0000,36,Facebook,https://www.facebook.com/1504222863229311/posts/2428558874129034
A voice for children,30375,Thu Oct 10 2019 01:44:51 GMT+0000,35,Facebook,https://www.facebook.com/445605908892811/posts/2441288782657837
Populist Wire,63846,Mon Oct 14 2019 15:30:32 GMT+0000,35,Facebook,https://www.facebook.com/PopulistWire/posts/937323116647127
"Trump ""The People's President""",82144,Thu Oct 10 2019 11:58:06 GMT+0000,34,Facebook,https://www.facebook.com/618144551661943/posts/1587696691373386
QCN,148428,Thu Oct 10 2019 08:35:12 GMT+0000,34,Facebook,https://www.facebook.com/QuotidianConservativeNews/posts/2689157364474185
Donald Trump Republic 2016,69719,Wed Oct 16 2019 16:11:01 GMT+0000,34,Facebook,https://www.facebook.com/DonaldTrumpRepublic/posts/2396976343859709
Trump Accomplishments,21015,Sun Oct 13 2019 05:34:08 GMT+0000,34,Facebook,https://www.facebook.com/PresidentTrumpsAccomplishments/posts/486329622095446
Southern State of Mind,103974,Tue Oct 08 2019 13:29:08 GMT+0000,33,Facebook,https://www.facebook.com/ASouthernStateofMind/posts/2428819287233474
Make America GREAT AGAIN with Trump,18848,Mon Oct 14 2019 22:46:28 GMT+0000,33,Facebook,https://www.facebook.com/DTrumpSavesAmerica/posts/2084017535032601
Wake Up America II  the Original,29315,Wed Oct 16 2019 16:35:47 GMT+0000,32,Facebook,https://www.facebook.com/wakeupamericaiitheoriginal/posts/2451220164915316
The People's Party,24653,Wed Oct 09 2019 18:35:34 GMT+0000,32,Facebook,https://www.facebook.com/742127702474044/posts/2653659834654145
Republicans For Trump,24957,Mon Oct 14 2019 19:34:18 GMT+0000,32,Facebook,https://www.facebook.com/1229531847062410/posts/3022316797783897
Trump Accomplishments,21022,Mon Oct 14 2019 19:51:12 GMT+0000,32,Facebook,https://www.facebook.com/PresidentTrumpsAccomplishments/posts/487426098652465
American Conservative Veterans,53291,Fri Oct 11 2019 13:36:39 GMT+0000,31,Facebook,https://www.facebook.com/americanconservativeveterans2/posts/965939853763547
Trump News App,14545,Wed Oct 16 2019 22:04:33 GMT+0000,31,Facebook,https://www.facebook.com/TRUMPNEWS/posts/1428054587360166
Trump Accomplishments,20987,Wed Oct 09 2019 21:36:00 GMT+0000,30,Facebook,https://www.facebook.com/PresidentTrumpsAccomplishments/posts/484178805643861
Trump Accomplishments,20977,Tue Oct 08 2019 23:00:00 GMT+0000,30,Facebook,https://www.facebook.com/PresidentTrumpsAccomplishments/posts/483597682368640
TRUMP - POTUS 45,13295,Thu Oct 10 2019 22:31:08 GMT+0000,30,Facebook,https://www.facebook.com/trumppotus45/posts/905038566544969
Light Up Trump's Christmas Caboose,124172,Fri Oct 11 2019 17:01:56 GMT+0000,29,Facebook,https://www.facebook.com/1000917043293023/posts/2706896569361720
Trump Accomplishments,21022,Mon Oct 14 2019 19:09:10 GMT+0000,29,Facebook,https://www.facebook.com/PresidentTrumpsAccomplishments/posts/487407148654360
The College Republicans at Grand Valley,896,Wed Oct 09 2019 17:01:22 GMT+0000,29,Facebook,https://www.facebook.com/gvsugop/posts/3073810622645402
Make America Great Again,165879,Tue Oct 08 2019 17:04:39 GMT+0000,28,Facebook,https://www.facebook.com/DJTMAGA/posts/2439160692799860
Americans for Donald Trump,12756,Tue Oct 15 2019 15:09:03 GMT+0000,28,Facebook,https://www.facebook.com/AfDT2020/posts/1285360354958369
President Trump Headlines,10944,Tue Oct 15 2019 07:34:45 GMT+0000,28,Facebook,https://www.facebook.com/1887686451446410/posts/2445652168983166
Armed Forces Tea Party,58220,Wed Oct 16 2019 23:16:52 GMT+0000,27,Facebook,https://www.facebook.com/ArmedForcesTeaParty/posts/2574396902604271
KSGF,5053,Fri Oct 11 2019 00:54:19 GMT+0000,27,Facebook,https://www.facebook.com/1041KSGF/posts/2632080013480104
Vote Blue 2020,4960,Mon Oct 14 2019 15:37:06 GMT+0000,27,Facebook,https://www.facebook.com/RealVoteBlue/posts/2693865227301382
In Trump We Trust,22534,Wed Oct 16 2019 16:42:01 GMT+0000,26,Facebook,https://www.facebook.com/InTrumpWeTrust1/posts/725181127893372
Light Up Trump's Christmas Caboose,124178,Thu Oct 10 2019 23:17:37 GMT+0000,25,Facebook,https://www.facebook.com/1000917043293023/posts/2705402129511164
Keep America Great,10807,Fri Oct 11 2019 00:50:05 GMT+0000,25,Facebook,https://www.facebook.com/LetsKeepAmericaGreat/posts/3082041371868192
Trump Pence 2020,56593,Thu Oct 17 2019 19:11:50 GMT+0000,25,Facebook,https://www.facebook.com/TrumpPenceforAmerica/posts/2857371240941031
The Right View Of The United States,18313,Tue Oct 08 2019 15:04:20 GMT+0000,24,Facebook,https://www.facebook.com/TheRightViewOfTheUnitedStates/posts/408180996779900
"Trump ""The People's President""",82102,Thu Oct 17 2019 13:35:29 GMT+0000,23,Facebook,https://www.facebook.com/618144551661943/posts/1594686064007782
Washington State for Donald Trump 2020,179921,Wed Oct 16 2019 23:34:51 GMT+0000,22,Facebook,https://www.facebook.com/WAStateforDonaldTrump2020/posts/2610073015717660
Trump News App,14542,Mon Oct 14 2019 16:58:57 GMT+0000,22,Facebook,https://www.facebook.com/TRUMPNEWS/posts/1426006307564994
Kremlin-a-lago,21772,Fri Oct 11 2019 16:31:23 GMT+0000,22,Facebook,https://www.facebook.com/KremlinaLago/posts/522856798260663
Donald Trump for President - Martin County Florida,184581,Wed Oct 16 2019 21:37:31 GMT+0000,21,Facebook,https://www.facebook.com/1038122429542684/posts/2555286764492902
Washington State for Donald Trump 2020,179923,Thu Oct 17 2019 20:40:43 GMT+0000,21,Facebook,https://www.facebook.com/WAStateforDonaldTrump2020/posts/2612051775519784
Uncle Sam's American Patriots,59762,Tue Oct 15 2019 23:17:21 GMT+0000,20,Facebook,https://www.facebook.com/unclesamsamericanpatriots/posts/792999111159788
"Trump ""The People's President""",82150,Tue Oct 08 2019 22:49:04 GMT+0000,20,Facebook,https://www.facebook.com/618144551661943/posts/1586306001512455
Aktuelle politische Tagesereignisse rund um QAnon und die NWO,2662,Tue Oct 08 2019 21:51:55 GMT+0000,20,Facebook,https://www.facebook.com/NWORecherche/posts/2639587116104698
United Militia,27457,Wed Oct 09 2019 20:54:48 GMT+0000,20,Facebook,https://www.facebook.com/THEUNITEDMILITIA/posts/2759580020727711
The Trump Train,13397,Wed Oct 09 2019 16:06:16 GMT+0000,20,Facebook,https://www.facebook.com/TheTrumpTrainExpress/posts/2457361030965718
Beqa Vardosanidze • ბექა ვარდოსანიძე,17001,Fri Oct 11 2019 18:37:05 GMT+0000,19,Facebook,https://www.facebook.com/beqavardosanidzeofficial/posts/772276686519489
Light Up Trump's Christmas Caboose,124172,Fri Oct 11 2019 16:58:00 GMT+0000,19,Facebook,https://www.facebook.com/1000917043293023/posts/2706889389362438
The Truck Driver Guy,294415,Thu Oct 17 2019 01:35:31 GMT+0000,17,Facebook,https://www.facebook.com/TheTruckDriverGuy/posts/2383943241843607
Females for TRUMP,228304,Tue Oct 15 2019 21:28:57 GMT+0000,17,Facebook,https://www.facebook.com/femalesfortrump/posts/1166307713560414
Minutemen of TN,7047,Thu Oct 10 2019 10:59:58 GMT+0000,17,Facebook,https://www.facebook.com/105181626180090/posts/2699518836746343
"Trump ""The People's President""",82102,Thu Oct 17 2019 13:34:54 GMT+0000,17,Facebook,https://www.facebook.com/618144551661943/posts/1594685447341177
The People's Party,24714,Thu Oct 10 2019 01:44:42 GMT+0000,16,Facebook,https://www.facebook.com/742127702474044/posts/2654185007934961
Nordpresse,104199,Wed Oct 16 2019 21:53:17 GMT+0000,15,Facebook,https://www.facebook.com/nordpressed/posts/412035626146868
The Truck Driver Guy,294415,Thu Oct 17 2019 01:37:05 GMT+0000,15,Facebook,https://www.facebook.com/TheTruckDriverGuy/posts/2383944125176852
Washington State for Donald Trump 2020,179921,Wed Oct 16 2019 21:55:57 GMT+0000,15,Facebook,https://www.facebook.com/WAStateforDonaldTrump2020/posts/2609946449063650
Eritrean Document EPLF,9435,Fri Oct 11 2019 03:54:21 GMT+0000,14,Facebook,https://www.facebook.com/wedySewura/posts/2555429948013511
Light Up Trump's Christmas Caboose,124178,Thu Oct 10 2019 23:11:17 GMT+0000,14,Facebook,https://www.facebook.com/1000917043293023/posts/2705394079511969
Donald Trump for President - Martin County Florida,184559,Thu Oct 17 2019 12:09:25 GMT+0000,14,Facebook,https://www.facebook.com/1038122429542684/posts/2556452707709641
Trumpified News,28488,Mon Oct 07 2019 22:41:20 GMT+0000,14,Facebook,https://www.facebook.com/trumpifiednews/posts/3061738167233756
Survival Nation,120340,Thu Oct 17 2019 19:00:40 GMT+0000,14,Facebook,https://www.facebook.com/SurvivalNat/posts/1193637227486974
Wake Up America  the Original,497306,Mon Oct 14 2019 21:09:49 GMT+0000,14,Facebook,https://www.facebook.com/wakeupamericatheoriginal/posts/1217298741789709
Light Up Trump's Christmas Caboose,124145,Tue Oct 15 2019 16:55:36 GMT+0000,13,Facebook,https://www.facebook.com/1000917043293023/posts/2715512148500162
Uncle Sam's American Patriots,59762,Tue Oct 15 2019 23:11:50 GMT+0000,12,Facebook,https://www.facebook.com/unclesamsamericanpatriots/posts/792995327826833
Patriot Outdoor News,233456,Thu Oct 17 2019 19:00:03 GMT+0000,9,Facebook,https://www.facebook.com/greatamericanoutdoors/posts/2529708763779826
"Trump ""The People's President""",82112,Tue Oct 15 2019 12:40:44 GMT+0000,9,Facebook,https://www.facebook.com/618144551661943/posts/1592615297548192
Qanon NC,7731,Tue Oct 08 2019 04:45:52 GMT+0000,8,Facebook,https://www.facebook.com/QanonTheGreatAwakening/posts/541441509949508
The Crippled Crusader Uncensored,184439,Mon Oct 14 2019 21:09:23 GMT+0000,7,Facebook,https://www.facebook.com/thecrippledcrusaderuncensored/posts/2429061643998296
Light Up Trump's Christmas Caboose,124145,Tue Oct 15 2019 16:46:51 GMT+0000,6,Facebook,https://www.facebook.com/1000917043293023/posts/2715497048501672
House  Of Insanity,94978,Thu Oct 10 2019 18:05:04 GMT+0000,4,Facebook,https://www.facebook.com/RealHouseOfInsanity/posts/2551189364937718
Donald Trump for President 2020 Supporters,50288,Mon Oct 14 2019 02:20:43 GMT+0000,3,Facebook,https://www.facebook.com/DJT45Supporters/posts/2337090123209909
La Voz De BMT Texas,14911,Fri Oct 11 2019 15:34:22 GMT+0000,0,Facebook,https://www.facebook.com/220865664603280/posts/2648539421835880
